Date,CL=F,PLN=X,diesel,super95
2020-04-30,18.84000015258789,4.1803998947143555,2897.0,2743.0
2020-05-01,19.780000686645508,4.150899887084961,2937.0,2787.0
2020-05-02,19.780000686645508,4.150899887084961,2937.0,2787.0
2020-05-03,19.780000686645508,4.150899887084961,2937.0,2787.0
2020-05-04,20.389999389648438,4.166819095611572,2937.0,2787.0
2020-05-05,24.559999465942383,4.16855001449585,2936.0,2789.0
2020-05-06,23.989999771118164,4.185800075531006,2991.0,2841.0
2020-05-07,23.549999237060547,4.211520195007324,3005.0,2881.0
2020-05-08,24.739999771118164,4.198160171508789,3039.0,2962.0
2020-05-09,24.739999771118164,4.198160171508789,3039.0,2962.0
2020-05-10,24.739999771118164,4.198160171508789,3039.0,2962.0
2020-05-11,24.139999389648438,4.196899890899658,3039.0,2962.0
2020-05-12,25.780000686645508,4.215099811553955,3056.0,3013.0
2020-05-13,25.290000915527344,4.203609943389893,3061.0,3041.0
2020-05-14,27.559999465942383,4.219200134277344,3055.0,3031.0
2020-05-15,29.43000030517578,4.216040134429932,3067.0,3040.0
2020-05-16,29.43000030517578,4.216040134429932,3105.0,3071.0
2020-05-17,29.43000030517578,4.216040134429932,3105.0,3071.0
2020-05-18,31.81999969482422,4.219699859619141,3105.0,3071.0
2020-05-19,32.5,4.176720142364502,3196.0,3153.0
2020-05-20,33.4900016784668,4.159200191497803,3246.0,3228.0
2020-05-21,33.91999816894531,4.13070011138916,3267.0,3263.0
2020-05-22,33.25,4.121699810028076,3267.0,3246.0
2020-05-23,33.25,4.121699810028076,3267.0,3246.0
2020-05-24,33.25,4.121699810028076,3267.0,3246.0
2020-05-25,33.25,4.137400150299072,3267.0,3246.0
2020-05-26,34.349998474121094,4.128600120544434,3267.0,3246.0
2020-05-27,32.810001373291016,4.040979862213135,3262.0,3239.0
2020-05-28,33.709999084472656,4.019480228424072,3247.0,3227.0
2020-05-29,35.4900016784668,4.021500110626221,3237.0,3214.0
2020-05-30,35.4900016784668,4.021500110626221,3227.0,3195.0
2020-05-31,35.4900016784668,4.021500110626221,3227.0,3195.0
2020-06-01,35.439998626708984,3.9874000549316406,3227.0,3195.0
2020-06-02,36.810001373291016,3.9564099311828613,3238.0,3184.0
2020-06-03,37.290000915527344,3.9179000854492188,3261.0,3209.0
2020-06-04,37.40999984741211,3.920599937438965,3280.0,3238.0
2020-06-05,39.54999923706055,3.908099889755249,3279.0,3284.0
2020-06-06,39.54999923706055,3.908099889755249,3309.0,3332.0
2020-06-07,39.54999923706055,3.908099889755249,3309.0,3332.0
2020-06-08,38.189998626708984,3.9159998893737793,3309.0,3332.0
2020-06-09,38.939998626708984,3.90910005569458,3336.0,3359.0
2020-06-10,39.599998474121094,3.9189999103546143,3346.0,3362.0
2020-06-11,36.34000015258789,3.919189929962158,3365.0,3369.0
2020-06-12,36.2599983215332,3.9616000652313232,3365.0,3369.0
2020-06-13,36.2599983215332,3.9616000652313232,3340.0,3354.0
2020-06-14,36.2599983215332,3.9616000652313232,3340.0,3354.0
2020-06-15,37.119998931884766,3.949399948120117,3340.0,3354.0
2020-06-16,38.380001068115234,3.8929998874664307,3343.0,3356.0
2020-06-17,37.959999084472656,3.944700002670288,3350.0,3375.0
2020-06-18,38.84000015258789,3.9691998958587646,3365.0,3408.0
2020-06-19,39.75,3.970170021057129,3381.0,3452.0
